OrphaCode,Name,Prevalence,ExpertLink
83451,Florid cemento-osseous dysplasia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83451
83450,Regional odontodysplasia,140.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83450
83463,Microtia,38.0 (Specific population); 13.0 (Europe); 0.0 (Europe); 15.5 (Worldwide); 0.0 (Worldwide); 3.7 (France); 0.0 (France); 1.2 (Italy); 0.0 (Italy); 2.1 (Sweden); 0.0 (Sweden); 22.0 (United States); 0.0 (United States); 43.4 (Finland); 0.0 (Finland); 174.0 (Ecuador); 83.0 (Chile),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83463
83461,Congenital primary aphakia,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83461
83454,Glomuvenous malformation,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83454
83453,Vulvovaginal gingival syndrome,380.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83453
514352,Congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome,8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=514352
83619,Macrostomia-preauricular tags-external ophthalmoplegia syndrome,9.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83619
83620,Enteric anendocrinosis,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83620
83628,LUMBAR syndrome,54.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83628
83601,Steroid-responsive encephalopathy associated with autoimmune thyroiditis,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83601
83616,Rubella panencephalitis,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83616
83617,Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83617
83594,Eastern equine encephalitis,0.01 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83594
83595,Colorado tick fever,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83595
83597,Acute disseminated encephalomyelitis,0.6 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83597
83600,Encephalitis lethargica,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83600
83482,Mycoplasma encephalitis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83482
83483,La Crosse encephalitis,1.91 (Canada); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83483
83484,St. Louis encephalitis,0.38 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83484
83593,Western equine encephalitis,0.02 (United States); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83593
84085,Hinman syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84085
84081,Senior-Boichis syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84081
84090,Fibronectin glomerulopathy,16.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84090
84064,Syndromic diarrhea,116.0 (Worldwide); 0.0 (Worldwide); 0.1 (France),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84064
513436,Autosomal recessive spastic paraplegia type 78,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=513436
83639,Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83639
83629,Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome,11.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83629
513456,Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome,15.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=513456
83642,Microcytic anemia with liver iron overload,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83642
85163,Hypomyelination-congenital cataract syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85163
85164,Camptodactyly-tall stature-scoliosis-hearing loss syndrome,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85164
85146,"Neurogenic scapuloperoneal syndrome, Kaeser type",15.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85146
85162,Facial onset sensory and motor neuronopathy,47.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85162
85138,Addison disease,54.0 (Specific population); 12.5 (Europe); 14.0 (Norway); 9.3 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85138
85128,Bothnia retinal dystrophy,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85128
85136,Cystic leukoencephalopathy without megalencephaly,50.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85136
85110,Familial encephalopathy with neuroserpin inclusion bodies,6.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85110
85112,Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85112
84132,Desmin-related myopathy with Mallory body-like inclusions,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84132
84142,Isaacs syndrome,150.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84142
84093,Hereditary thermosensitive neuropathy,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=84093
85186,Endosteal sclerosis-cerebellar hypoplasia syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85186
85184,"Craniometadiaphyseal dysplasia, wormian bone type",4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85184
85179,Infantile osteopetrosis with neuroaxonal dysplasia,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85179
85175,Astley-Kendall dysplasia,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85175
85174,Pseudodiastrophic dysplasia,13.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85174
85173,IMAGe syndrome,28.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85173
85172,"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85172
85170,"Mesomelic dysplasia, Savarirayan type",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85170
85169,Familial digital arthropathy-brachydactyly,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85169
85168,Craniofacial conodysplasia,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85168
85167,Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,18.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85167
85166,"Platyspondylic dysplasia, Torrance type",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85166
85165,Severe achondroplasia-developmental delay-acanthosis nigricans syndrome,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85165
603448,Cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=603448
603515,Isolated female hypospadias,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=603515
603494,Coloboma-osteopetrosis-microphthalmia-macrocephaly-albinism-deafness syndrome,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=603494
603689,KLHL7-related Bohring-Opitz-like syndrome,12.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=603689
603684,KLHL7-related Bohring-Opitz-like and Crisponi/Cold-induced sweating-like overlap syndrome,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=603684
610573,CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=610573
610569,KIAA1109-related early lethal congenital brain malformations-arthrogryposis syndrome,13.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=610569
604680,Symptomatic form of X-linked centronuclear myopathy in female carriers,100.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=604680
611256,Pontocerebellar hypoplasia type 12,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611256
611237,Parkinsonism with polyneuropathy,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611237
611247,Pontocerebellar hypoplasia type 11,13.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611247
611216,Aplastic anemia-intellectual disability-dwarfism syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611216
611223,EN1-related dorsoventral syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611223
611201,Oculogastrointestinal-neurodevelopmental syndrome,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611201
613267,Pontocerebellar hypoplasia type 13,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=613267
98085,"46,XY difference of sex development",0.06 (Denmark); 6.4 (Denmark),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98085
613274,Pontocerebellar hypoplasia type 14,18.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=613274
98249,Ehlers-Danlos syndrome,0.9 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98249
600668,CCNK-related neurodevelopmental disorder-severe intellectual disability-facial dysmorphism syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600668
600663,NRXN1-related severe neurodevelopmental disorder-motor stereotypies-chronic constipation-sleep-wake cycle disturbance,11.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600663
600691,Combined deficiency of factor VII and factor X,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600691
600731,Clark-Baraitser syndrome,8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600731
98287,Histiocytic and dendritic cell tumor,0.05 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98287
98293,Hodgkin lymphoma,2.4 (Europe); 46.9 (Europe); 2.8 (United States); 0.25 (Japan); 0.25 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98293
98292,Mastocytosis,3.0 (Europe); 9.59 (Denmark); 10.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98292
98274,Myeloproliferative neoplasm,3.07 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98274
98277,Acute myeloid leukemia with recurrent genetic anomaly,0.11 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98277
98275,Myelodysplastic/myeloproliferative disease,0.29 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98275
98267,Genetic non-syndromic obesity,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=98267
601028,Non-syndromic anorectal malformation with rectovaginal fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601028
601033,Non-syndromic anorectal malformation with H-type fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601033
601008,Non-syndromic anorectal malformation with anal stenosis,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601008
601013,Non-syndromic anorectal malformation with pouch colon,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601013
601018,Non-syndromic anorectal malformation with rectal atresia,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601018
601023,Non-syndromic anorectal malformation with rectal stenosis,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601023
600984,Non-syndromic anorectal malformation with rectovesical fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600984
600993,Non-syndromic anorectal malformation with vestibular fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600993
600998,Non-syndromic cloacal malformation,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600998
601002,Non-syndromic anorectal malformation without fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=601002
600961,Non-syndromic anorectal malformation with rectourethral fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600961
600952,Non-syndromic anorectal malformation with perineal fistula,0.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600952
97245,Congenital myopathy,3.8 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97245
97244,Rigid spine syndrome,0.0 (Worldwide); 0.0 (Worldwide); 0.13 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97244
97242,Congenital muscular dystrophy,0.0 (Europe); 0.563 (Italy),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97242
97261,GRFoma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97261
97253,Neuroendocrine tumor of pancreas,0.22 (United States); 1.27 (Japan); 2.69 (Japan); 0.21 (France); 0.21 (Europe); 27.5 (United States); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97253
97249,Pontocerebellar hypoplasia type 3,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97249
97279,Insulinoma,0.12 (Ireland); 0.25 (Worldwide); 0.56 (Japan); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97279
97278,PPoma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97278
97285,Thyroid lymphoma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97285
97283,Somatostatinoma,0.0025 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97283
97282,VIPoma,0.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97282
97280,Glucagonoma,0.005 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97280
97290,Familial papillary thyroid carcinoma with renal papillary neoplasia,2.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97290
97286,Carney-Stratakis syndrome,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97286
97292,Cardiogenic shock,40.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97292
97335,Osgood-Schlatter disease,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97335
97297,Bohring-Opitz syndrome,46.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97297
97330,Thoracic outlet syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97330
97339,Dural sinus malformation,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97339
97336,Panner disease,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97336
97337,Sinding-Larsen-Johansson disease,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97337
97341,Persistent placoid maculopathy,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97341
97340,Hunter-McAlpine syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97340
97360,Robinow syndrome,200.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97360
97355,Caribbean parkinsonism,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97355
97361,"Renal hypoplasia, unilateral",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97361
97362,"Renal hypoplasia, bilateral",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97362
97363,Unilateral multicystic dysplastic kidney,23.2 (Worldwide); 14.8 (Europe); 45.4 (United Kingdom); 25.0 (Japan); 108.0 (Saudi Arabia); 24.4 (Finland); 41.0 (United States); 60.3 (Switzerland); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97363
97364,Bilateral multicystic dysplastic kidney,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97364
97548,Right sided atrial isomerism,0.0 (France); 16.67 (France),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97548
97560,Primary membranous glomerulonephritis,0.8103 (Worldwide); 0.9194 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97560
96181,Maternal uniparental disomy of chromosome 6 syndrome,15.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96181
96178,Ring chromosome 16 syndrome,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96178
96177,Ring chromosome 15 syndrome,50.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96177
96176,Ring chromosome 13 syndrome,1.72 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96176
96188,Maternal uniparental disomy of chromosome 22 syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96188
96187,Maternal uniparental disomy of chromosome 21 syndrome,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96187
96186,Maternal uniparental disomy of chromosome 20 syndrome,12.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96186
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,64.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96184
96192,Paternal uniparental disomy of chromosome 7 syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96192
96253,Cushing disease,4.0 (Europe); 0.2 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96253
96264,"49,XXXXY syndrome",0.55 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96264
96263,"48,XXXY syndrome",1.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96263
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,0.0 (Worldwide); 37.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96334
97214,Eisenmenger syndrome,0.2 (Belgium); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97214
97234,Glycogen storage disease due to phosphoglycerate mutase deficiency,24.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97234
97239,Reducing body myopathy,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97239
97240,Zebra body myopathy,10.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97240
97229,Riboflavin transporter deficiency,109.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97229
97230,Solar urticaria,3.1 (United Kingdom); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97230
97232,Fingerprint body myopathy,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97232
600194,Factor V Atlanta bleeding disorder,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=600194
97678,Maternal uniparental disomy of chromosome 13 syndrome,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97678
97593,Pseudohypoparathyroidism,0.67 (Italy); 0.34 (Japan); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97593
97564,Pauci-immune glomerulonephritis without ANCA,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97564
97563,Pauci-immune glomerulonephritis with ANCA,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97563
97685,17q11 microdeletion syndrome,170.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97685
95707,Idiopathic isolated micropenis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95707
95706,Non-syndromic posterior hypospadias,19.25 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95706
95702,X-linked adrenal hypoplasia congenita,8.0 (Worldwide); 8.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95702
95715,Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies,1.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95715
95716,Familial thyroid dyshormonogenesis,2.67 (Worldwide); 4.0 (Europe); 4.0 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95716
95713,Athyreosis,3.5 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95713
95714,Primary congenital hypothyroidism without thyroid developmental anomaly,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95714
95711,Congenital hypothyroidism due to developmental anomaly,21.3 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95711
95712,Thyroid ectopia,14.3 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95712
95613,Pituitary apoplexy,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95613
95700,Familial adrenal hypoplasia with absent pituitary luteinizing hormone,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95700
95699,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,0.75 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95699
95626,Acquired arginine vasopressin deficiency,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95626
